policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211001145,CAN,Annual,Federal Sustainable Development Strategy,Federal Sustainable Development Strategy Canada (2010),Country,,Canada,,,"Climate strategy, Formal & legally binding climate strategy, GHG reduction target, Formal & legally binding GHG reduction target",General,"This strategy has been developed and adopted under the Federal Sustainable Development Act. The purpose of this Act is to provide the legal framework for developing and implementing a Federal Sustainable Development Strategy that will make environmental decision-making more transparent and accountable to Parliament. This Act was assented to in 2008 and the regulations are binding.
The first Federal Sustainable Development Strategy was developed in 2010, followed by updated every three years, as mandated by the Act.
Canada commits to reducing GHG emissions by 17 percent below its 2005 level by 2020 under the new Federal Sustainable Development Strategy.","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",,Ended,2010.0,,2020.0,Unknown,Mitigation,https://agriculture.canada.ca/en/department/initiatives/federal-sustainable-development-strategy,,,,,,
211002463,CAN,Annual,Regulations Amending the Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations: SOR,Regulations Amending the Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations: SOR Canada (2018),Country,,Canada,,,"Regulatory Instruments, Codes and standards, Sectoral standards","Electricity and heat, Coal","These regulations amend the proposed Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations published in February 2018 (https://laws-lois.justice.gc.ca/eng/regulations/sor-2012-167/page-2.html). These regulations aim to establish a regime for the reduction of carbon dioxide (CO2) emissions that result from the production of electricity by means of thermal energy using coal as a fuel, whether in conjunction with other fuels or not.",Energy efficiency,,In force,2018.0,2018.0,,Unknown,Mitigation,https://pollution-waste.canada.ca/environmental-protection-registry/regulations/view?Id=151,,,,,,
211105495,CAN,Annual,Low Carbon Economy Leadership Fund,Low Carbon Economy Leadership Fund Canada (2020),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies, Loans","Electricity and heat, Agriculture and forestry, Buildings, Industry","CAD 100 million fund set up to support clean technology deployment, including building retrofits, biofuel production, geothermal generation, and industry innovation projects","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2020.0,,,,Mitigation,https://www.canada.ca/en/environment-climate-change/news/2020/11/government-of-canada-announces-over-100m-to-spur-job-creation-in-alberta-and-fight-climate-change.html,01/10/2021,,,,,
211002244,CAN,Annual,Pan-Canadian Framework on Clean Growth and Climate Change,Pan-Canadian Framework on Clean Growth and Climate Change Canada (2016),Country,,Canada,,,Political & non-binding climate strategy,General,"The Pan-Canadian Framework on Clean Growth and Climate Change is Canada's plan to grow the economy while reducing greenhouse gas (GHG) emissions and building resilience to adapt to a changing climate.
The Framework consists of several action guidelines in many sectors (e.g electricity, industry, transportation, forestry, agriculture, waste, buildings). A central component of this Framework is the commitment to pricing carbon pollution across the country by 2018.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2016.0,,,High,"Mitigation, Adaptation",https://www.canada.ca/content/dam/themes/environment/documents/weather1/20161209-1-en.pdf,,,,,,
211002806,CAN,Annual,Sustainable Technology Development,Sustainable Technology Development Canada (2001),Country,,Canada,,,"Negotiated agreements (public-private sector), Research & Development and Deployment (RD&D), RD&D funding",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2001.0,,,Unknown,Mitigation,http://www.sdtc.ca,,,,,,
211003190,CAN,Annual,National Energy Code for Buildings,National Energy Code for Buildings Canada (2017),Country,,Canada,,,Building codes and standards,"Buildings, Construction","""The National Energy Code of Canada for Buildings 2017 (NECB), published by NRC and developed by the Canadian Commission on Building and Fire Codes in collaboration with Natural Resources Canada (NRCan), sets out technical requirements for the energy efficient design and construction of new buildings. NRC and NRCan are publishing this interim edition of the NECB in response to proposals received that improve the overall energy performance of buildings over the 2015 edition. Modelling for these changes indicates a potential energy efficiency improvement of between 10.3 and 14.4 % over the NECB 2011."" IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2017.0,,,Unknown,Mitigation,https://nrc.canada.ca/en/certifications-evaluations-standards/codes-canada/codes-canada-publications/national-energy-code-canada-buildings-2017,,,,,,
211001603,CAN,Annual,LEED,LEED Canada (2009),Country,,Canada,,,Performance label,Buildings,,Energy efficiency,,In force,2009.0,,,Unknown,Mitigation,https://portal.cagbc.org/cagbcdocs/LEED_Canada_Ref_Guide_NCCS_2009_Intro_EN.PDF,,,,,,
211105481,CAN,Annual,Ontario Energy Savings Rebate program,Ontario Energy Savings Rebate program Canada (2019),Subnational region,,Canada,Ontario,,"Fiscal or financial incentives, Grants and subsidies","Buildings, Industry","The Energy Savings Rebate program provided funding to eligible retailers to support point of sale rebates for energy-efficiency products in Ontario up until March 31, 2021. The program helped Ontarians reduce energy use, save money, and address climate change. Approximately $200 million was available for eligible retailers to provide rebates.",Energy efficiency,,In force,2019.0,,,,Mitigation,https://www.canada.ca/en/environment-climate-change/services/climate-change/low-carbon-economy-fund/energy-savings-rebate.html,01/10/2021,,,,,
211001339,CAN,Annual,Green Construction through Wood Program,Green Construction through Wood Program Canada (2018),Country,,Canada,,,"Economic instruments, Direct investment",Buildings,"The objective of this program is to encourage the long-term use of wood in Canada’s construction industry.
The Government’s Budget 2017 announced $39.8 million over four years, starting in April 2018, to undertake this initiative. The funds will support projects and activities that increase the use of wood as a green building material in infrastructure projects.","Energy service demand reduction and resource efficiency, Non-energy use",,In force,2018.0,,,High,Mitigation,"https://www.canada.ca/en/natural-resources-canada/news/2017/10/new_mass_timber_constructionprogrampositionscanadasforestindustr.html
https://www.nrcan.gc.ca/forests/federal-programs/gcwood/20046",,,,,,
211001326,CAN,Annual,Government Purchases of Electricity from Renewable Resources,Government Purchases of Electricity from Renewable Resources Canada (1997),Country,,Canada,,,Procurement rules,"Electricity and heat, Renewables",,Energy efficiency,,Ended,1997.0,,2007.0,Unknown,Mitigation,https://www.iea.org/policies/3996-government-purchases-of-electricity-from-renewable-resources,,,,,,
211002491,CAN,Annual,Renewable Energy Deployment Initiative (REDI) - Industry,Renewable Energy Deployment Initiative (REDI) - Industry Canada (2001),Country,,Canada,,,Fiscal or financial incentives,"Industry, Electricity and heat",,Renewables,,Ended,2001.0,,2006.0,Unknown,Mitigation,https://www.iea.org/policies/3049-renewable-energy-deployment-initiative,,,,,,
211000368,CAN,Annual,Methane to Markets Partnership,Methane to Markets Partnership Canada (2005),Country,,Canada,,,Policy support,"Industry, Electricity and heat",,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2005.0,,,Unknown,Mitigation,http://www.methanetomarkets.org,,,,,,
211001784,CAN,Annual,Manitoba Solar Energy Program,Manitoba Solar Energy Program Canada (2015),Subnational region,,Canada,,,"Economic instruments, Fiscal or financial incentives, Grants and subsidies, Loans","Electricity and heat, Renewables","Solar Energy Program of Manitoba was introduced in order to increase share of solar PV for own-consumption in the province. Program is directed to residential, commercial and industrial customers. Solar Energy Program provides two support systems: 1) one time grant support payment and 2) residential loan “Residential Earth Power Loan” IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,In force,2015.0,,,Unknown,Mitigation,https://www.iea.org/policies/6365-manitoba-solar-energy-program?sector=Electricity&type=Grants%2Fsubsidy,,,,,,
211002353,CAN,Annual,Prototype Carbon Fund Investment,Prototype Carbon Fund Investment Canada (1999),Country,,Canada,,,"Information provision, Policy support",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,https://ieg.worldbankgroup.org/sites/default/files/Data/reports/gppp_carbon_wp.pdf,,,,,,
211000375,CAN,Annual,Canadian Climate Fund,Canadian Climate Fund Canada (2005),Country,,Canada,,,"Fiscal or financial incentives, Policy support, Regulatory Instruments, GHG emission reduction crediting and offsetting mechanism",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Superseded,2005.0,,,Unknown,Mitigation,https://www.international.gc.ca/world-monde/funding-financement/climate-developing-countries-climatique-pays-developpement.aspx?lang=eng,,,,,,
211001266,CAN,Annual,GHG Emission Reduction Trading Pilot,GHG Emission Reduction Trading Pilot Canada (1999),Country,,Canada,,,"Market-based instruments, GHG emission reduction crediting and offsetting mechanism, GHG emissions allowances","Industry, Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,1999.0,,,Unknown,Mitigation,https://archive.news.gov.bc.ca/releases/archive/pre2001/1998/june/bg024-gh.asp,,,,,,
211000080,CAN,Annual,Accelerated Standards Action Program for Equipment and Appliances,Accelerated Standards Action Program for Equipment and Appliances Canada (2001),Country,,Canada,,,"Policy support, Codes and standards",Buildings,,Energy efficiency,,Superseded,2001.0,,,Unknown,Mitigation,https://www.google.com/search?q=Accelerated+Standards+Action+Program+for+Equipment+and+Appliances+Canada+(2001)&client=firefox-b-d&ei=Jl-2X5f6FsGzkwX_hICoDA&start=10&sa=N&ved=2ahUKEwiXpf2qyI7tAhXB2aQKHX8CAMUQ8NMDegQIBhBH&biw=1280&bih=579,,,,,,
211002371,CAN,Annual,Public education campaign - Take Action on Climate Change,Public education campaign - Take Action on Climate Change Canada (2003),Subnational region,,Canada,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2003.0,,,Unknown,Mitigation,http://www.gov.mb.ca/ctt/invest/busfacts/govt/manuf_taxc.html,,,,,,
211002490,CAN,Annual,Renewable Energy Deployment Initiative (Extension),Renewable Energy Deployment Initiative (Extension) Canada (2003),Country,,Canada,,,"Grants and subsidies, Advice or aid in implementation, Information provision, Professional training and qualification","Electricity and heat, Industry",,Renewables,,Ended,2003.0,,2007.0,Unknown,Mitigation,https://www.iea.org/policies/4255-renewable-energy-deployment-initiative-extension?country=Canada&page=7,,,,,,
211002384,CAN,Annual,Quebec Voluntary Agreement with Aluminium Industry,Quebec Voluntary Agreement with Aluminium Industry Canada (2002),Subnational region,,Canada,,,Voluntary approaches,Industry,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2002.0,,,Unknown,Mitigation,https://aluminium.ca/en/industry/history,,,,,,
211000761,CAN,Annual,EcoENERGY for Fleets,EcoENERGY for Fleets Canada (2007),Country,,Canada,,,Information provision,"Transport, Shipping",,Energy efficiency,,Superseded,2007.0,,2011.0,Unknown,Mitigation,http://www.ecoaction.gc.ca/ECOENERGY-ECOENERGIE/fleets-parcsvehicules-eng.cfm,,,,,,
